Date,Verse,Devotional,Prayer
6월 15일,"고린도후서 5:20
“그러므로 우리가 그리스도를 대신하여 사신이 되어 하나님이 우리를 통하여 너희를 권면하시는 것 같이 그리스도를 대신하여 간청하노니 너희는 하나님과 화목하라”","그리스도의 복음을 맡은 사신使臣된 성도

화해는 단순히 받은 은총의 안식에 머무는 특권이 아닙니다. 그것 은 반드시 흘러가야 할 강물이며, 우리를 통하여 다시 세상으로 흘려보내야 할 사명입니다. 하나님은 우리를 화해의 사신으로 세우셨습니다. 고대 의 지혜는 말합니다. “사람 사이의 다리를 놓는 자가 가장 위대한 건축가다.” 이는 곧 십 자가의 그림자 속에서 완성된 말씀입니다. 그리스도의 십자가는 하늘과 땅 사이, 원수 된 자와 자비의 하나님 사이, 인간의 적대와 하나님의 사랑 사이에 놓인 가장 견고한 다리였습니다 (엡 2:14). 오늘 우리가 걷는 길은 그 다리 위를 걷는 길입니다. 세상은 여전 히 갈등과 분열로 얼룩져 있습니다. 작은 말 한마디가 칼이 되고, 상처가 골이 되어 인 간관계를 찢어놓습니다. 그러나 예수께서는 우리를 부르셔서 잃어버린 자를 품으시는 목자가 되게 하셨습니다 (눅 15:4). 그러므로 화해의 초청은 단지 언어가 아니라 존재 전체 로 흘러나와야 합니다. 용서를 베푸는 것은 곧 자신을 자유케 하는 일이며, 적대하는 이 에게 손을 내미는 것은 하늘의 문을 열어젖히는 행위입니다. 성 어거스틴이 “사랑은 마 음의 무게이며, 그 무게는 우리를 하나님께로 이끈다”고 한 것처럼, 화해는 사랑의 가장 무거운 형태이며 동시에 가장 가벼운 날개입니다. 때때로 불가능한 것처럼 보일지라 도, 우리가 그리스도의 사신이라는 사실은 분명합니다. 우리가 전하는 화해의 초청은 개인의 설득이 아니라, 하나님의 권면이기 때문입니다. 이 부름 앞에서 우리는 한 인간 의 고집을 내려놓고, 하늘의 대사로서 서야 합니다. 세상은 승자의 언어로 말하지만, 하 나님은 십자가의 언어로 화해를 이루십니다. 그러므로 오늘 하루, 우리의 눈길과 손길, 침묵과 말이 모두 누군가를 하나님 품으로 초대하는 작은 다리가 되기를 소망합니다.","주여, 오늘 누군가를 주께로 화해시키는 도구로 저를 사용하여 주소서."
6월 16일,"고린도후서 5:17
“그런즉 누구든지 그리스도 안에 있으면 새로운 피조물이라 이전 것은 지나갔으니 보 라 새 것이 되었도다”","어제와 달리 새롭게 창조된 오늘

화해는 단순한 인간적 합의가 아니라, 하나님께서 그리스도 안에 서 우리를 새롭게 하신 은총의 사건입니다. 성경은 “누구든지 그 리스도 안에 있으면 새로운 피조물이라”고 (후 5:17)고 선포합니다. 이 말씀은 단순한 위로가 아니라, 우리 존재 전체가 새 창조의 빛 속에 들어섰음을 선언하는 복음입니다. 화해란 과거의 상처와 분열이 사라지는 일시적 봉합이 아니라, 하나님께서 영원히 지 으신 조화와 평화의 서막입니다. 요한계시록 21장은 눈물이 그치고 사망이 없으며, 원 6월 수도 사라지는 새 하늘과 새 땅을 증언합니다. 우리가 오늘 경험하는 작은 화해의 순간 들은 그날의 전조이며, 희미하나 분명한 미래의 빛입니다. 진정한 화해는 원수를 친구 로 바꾸는 일입니다. 예수 그리스도께서 십자가 위에서 원수 된 우리를 하나님의 자녀 로 품으시며, 그 피로 화해의 길을 열어주셨습니다 (골 1:20). 따라서 신앙인은 단순히 갈등 을 중재하는 자가 아니라, 장차 올 완전한 화해를 미리 살아내는 자입니다. 우리가 작은 용서와 이해를 선택할 때, 우리의 선택과 작은 화해의 행동은 어둠 속에 빛나는 등불이 요 하나님 나라의 큰 화폭 속에서 빛나는 색채가 됩니다. 오늘 우리는 여전히 불완전한 세상 속에 살고 있지만, 그리스도의 은혜 안에서 이미 주어진 화해를 누립니다. 완전한 화해의 날을 소망하며, 우리는 현재 속에서 화해의 사명을 감당해야 합니다. 원수를 사 랑하고 (마 5:44), 서로 용납하며 (엡 4:32), 화평케 하는 자로 서는 것이 우리의 부르심입니다. 이것이야말로 그리스도인의 삶을 관통하는 본질이며, 모든 갈등과 상처 속에서 하나님 나라의 향기를 드러내는 길입니다.","주여, 완전한 화해의 날을 소망하며 오늘의 삶 속에서 작은 화해를 이루어가는 증인으로
살게 하소서."
6월 17일,"요한복음 3:7
“내가 네게 거듭나야 하겠다 하는 말을 놀랍게 여기지 말라”","성령으로 새롭게 거듭난 생명

우리는 태어날 때부터 죄의 그림자 아래 놓여 있습니다. 아담 안에 서 모든 인류가 죄로 말미암아 죽었듯 (롬 5:12), 인간은 본성적으로 하나님과 단절된 존재로 태어납니다. 하나님과 단절된, 영적으로 죽은 자는 스스로 하나님을 알 수도, 찾을 수도 없습니다. 그러므로 예수께서 니고데모에게 “거듭나야 하 겠다”는 말씀은 단순한 권면이 아니라 생명의 절대적 선언입니다. “성령으로 아니하고 는 누구든지 하나님 나라에 들어갈 수 없다” (요 3:5)는 말씀처럼, 새 생명은 인간 노력의 열매가 아닌 은혜의 선물입니다. 회개와 믿음으로 거듭남을 이루는 것이 아니라, 먼저 거듭날 때 우리 안에 회개와 믿음이 생깁니다. 이는 마치 새벽이 오는 순간 어둠이 물 러가는 것 같아서, 성령께서 역사하시면 우리의 눈은 비로소 자신을 죄인으로 보고, 십 자가를 붙들게 됩니다. 어거스틴은 “내 마음은 주 안에서 안식하기 전에는 결코 쉴 수 없다”고 고백했습니다. 이는 거듭남이 단지 종교적 변화를 의미하는 것이 아니라, 인간 존재의 근본적 회복임을 말해 줍니다. 생명이 없는 나무가 열매를 맺을 수 없듯, 영혼이 새 생명을 얻지 못하면 신앙은 껍질에 불과합니다. 요한 웨슬리는 목사로서 수년간 설 교했지만, 올더스게이트 거리에서 “내 마음이 뜨겁게 변하였다”는 체험 이후에야 복음 의 능력을 참되게 깨달았습니다. 인간의 의지가 아니라 하나님의 생명이 심겨지는 순 간, 그 존재는 새롭게 창조됩니다고 (후 5:17). 그러므로 거듭남은 선택이 아니라 절대적 필 요이며, 그것이야말로 인간의 모든 사상과 노력의 시작점이자 결론입니다.","주여, 죽은 제 영혼에 생명을 불어넣어 주시고, 날마다 성령의 새 호흡으로 살게 하소서."
6월 18일,"에스겔 36:26
“또 새 영을 너희 속에 두고 새 마음을 너희에게 주되 너희 육신에서 굳은 마음을 제거 하고 부드러운 마음을 줄 것이며”","성령께서 베푸시는 재창조

거듭남은 인간의 결심이나 노력으로 도달할 수 있는 경지가 아니 라, 창조주 하나님의 신비한 역사입니다. 무無에서 유有를 창조 하신 하나님께서, 죽은 영혼에 생명의 숨을 불어넣으실 때, 사람은 본래의 자신과 단절되고 전혀 새로운 존재로 태어납니다. 성경은 이를 두고 “그런즉 누구든지 그리스 도 안에 있으면 새로운 피조물이라” 고 (후 5:17)라 증언하였습니다. 이는 단순한 도덕적 개 6월 선이 아니라 전 존재의 새로움입니다. 마치 어둠을 가르며 새벽이 밝아오듯, 주의 은혜 가 임하는 순간 인간의 심장 속에는 하나님을 향한 새로운 감각과 갈망이 고동치기 시 작합니다. 옛사람의 욕망과 사망의 사슬은 풀려나고, 생명과 진리의 빛을 향한 길이 열 립니다. 고대의 지혜자들은 “자연은 습관을 만들지만 은혜는 본성을 새롭게 한다”고 말 했습니다. 이는 인간이 쌓아 온 습관과 성향을 넘어서는 창조적 은혜의 능력을 묘사한 표현입니다. 교회 역사 속에서도 우리는 무너진 영혼이 부활의 은혜로 일어서는 장면 을 수없이 보았습니다. 방탕했던 어거스틴이 눈물의 기도로 새 생명을 얻었듯, 오늘도 하나님은 죽은 심령을 살리시는 창조주이십니다. 그러므로 거듭남은 인간이 스스로 만 들어내는 자기개발이 아니라, 하나님의 성령께서 베푸시는 창조의 사건입니다. 우리가 할 수 있는 것은 단 하나, 겸손히 무릎 꿇고 그 은혜의 손길을 구하는 것입니다.","창조주 하나님, 제 속에 새 마음을 창조하시고 성령의 생기를 불어넣어 주셔서,
날마다 새로운 피조물로 살아가게 하소서."
6월 19일,"로마서 10:13
“누구든지 주의 이름을 부르는 자는 구원을 받으리라”","기도는 우리를 하나님의 품으로

아이가 태어나 세상에 내딛는 첫 증거, 생명이 시작되었음을 알리 는 선언은 울음입니다. 마찬가지로 거듭난 영혼의 첫걸음은 기도 의 울음입니다. 이는 의존의 울음이며, 은혜를 갈망하는 탄식입니다. “기도는 영혼의 호흡이다”라는 말이 있습니다. 숨을 쉬지 못하면 생명이 사라지듯, 기도하지 않는 영혼 은 서서히 메말라가기 때문입니다. 하나님을 향해 ‘아바 아버지’라 부르는 순간, 우리는 더 이상 고아가 아니라 자녀로 살아가게 됩니다 (롬 8:15). 역사 속에서도 이 진리는 반복되 었습니다. 한 수도승은 깊은 절망 가운데 단 한마디 “주여, 도와주소서”를 부르짖었고, 그 짧은 울음 같은 기도가 그의 삶을 바꾸었다고 고백했습니다. 이는 시편에서 “내가 환난 중에 여호와께 아뢰며 …그 성전에서 내 음성을 들으셨도다”라고 노래한 것과 같 습니다 (시 18:6). 사람은 울음을 통해 태어나고, 기도를 통해 다시 살듯이, 우리의 기도는 두 번째 생명을 증명하는 울음소리입니다. 기도는 언어의 유창함보다 진실의 눈물에서 흘러나올 때 가장 강력합니다. “심령이 가난한 자는 복이 있나니 천국이 그들의 것임이 요” (마 5:3)라는 말씀처럼, 가난한 심령의 울음이 하나님의 나라를 엽니다. 우리가 드리는 기도는, 세상에 들리지 않아도 하늘 보좌를 움직이는 힘을 갖습니다. 마치 어린아이가 부모의 품을 찾는 울음으로 보호받듯, 우리 영혼의 울음은 하나님의 은혜의 품으로 인 도됩니다.","주여, 제 영혼의 울음이 하늘에 닿아 주님의 품 안에서 참 생명으로 이어지게 하소서."
6월 20일,"베드로전서 2:2
“갓난 아기들 같이 순전하고 신령한 젖을 사모하라 이는 그로 말미암아 너희로 구원 에 이르도록 자라게 하려 함이라”","생명의 안식처가 되는 하나님의 말씀

갓 태어난 아기가 젖을 찾듯이, 거듭난 영혼은 본능적으로 말씀을 갈망합니다. 이 갈망은 단순한 지적 호기심이 아니라 생명의 본 질에서 흘러나오는 목마름입니다. 세상의 지식은 아무리 풍성해도 이 목마름을 채 울 수 없습니다. 철학자의 사유나 시인의 노래도 결국 인간의 언어일 뿐, 영혼을 살리는 젖은 오직 하나님의 말씀뿐입니다. 시편에서는 “주의 말씀의 맛이 내게 어찌 그리 단지 6월 요 내 입에 꿀보다 더하니이다” (시 119:103)라 고백했습니다. 말씀은 우리를 단지 위로하는 수준에 머무르지 않고, 내면의 뿌리를 뻗게 하며 세상의 거센 바람에도 흔들리지 않는 힘을 줍니다. “말씀은 읽는 것이 아니라 마시는 것이다”라는 초대 교부 오리겐의 말처 럼 말씀을 한 모금 들이킬 때마다 우리 영혼은 새로운 기운을 얻습니다. 어린아이가 젖 을 마시며 자라듯, 성도는 말씀을 통해 성숙으로 나아갑니다. 사막을 지나던 여행자가 물 한 병을 얻기 위해 모든 것을 내던지고 달려가는 모습을 상상해 보십시오. 말씀도 그렇습니다. 아우구스티누스가 “주님의 말씀 밖에는 내 영혼이 쉴 곳이 없습니다”라고 고백했듯이, 말씀은 쉼이자 생명이며 미래의 희망입니다. 그러므로 우리는 날마다 말씀 을 가까이하며, 읽고 묵상하고 말씀을 통해 하나님을 만나고, 그분의 음성을 듣고, 그분 의 형상으로 빚어져 가야 합니다. 세상은 다른 소리를 크게 외치지만, 말씀의 젖을 붙잡 는 자는 흔들리지 않고 깊은 평안을 누립니다.","주여, 오늘도 말씀의 젖으로 제 영혼을 먹이시고, 그 말씀 안에서 자라게 하소서."
6월 21일,"로마서 5:1
“그러므로 우리가 믿음으로 의롭다 하심을 받았으니 우리 주 예수 그리스도로 말미암 아 하나님과 화평을 누리자”","주님 품 안에서 누리는 평안

거듭난 영혼이 누리는 화평은 세상의 평화와는 다릅니다. 아기가 부모의 품에 안겨 깊은 잠에 드는 것처럼, 그리스도 안에 있는 자 는 하나님의 품에서 쉼을 얻습니다. 세상은 끊임없이 불안과 소용돌이를 일으키지 만, 주께서 주시는 평안은 세상이 줄 수도 빼앗을 수도 없습니다 (요 14:27). 바람 앞의 갈대 처럼 흔들리던 마음도, 주님 품에 안길 때 거짓 없는 안식과 평안을 맛봅니다. 이는 심 리적 위안이 아니라 십자가에서 이미 화목을 이루신 하나님의 사랑의 결과입니다 (골 1:20). “깊은 잠은 평안한 마음에서 온다”라는 옛 속담이 있습니다. 그러나 진정한 평안 은, 세상적 안정에서 오는 것이 아니라 하나님과의 관계에서 옵니다. 다윗은 죽음의 음 침한 골짜기에서도 두려워하지 않았는데, 이는 여호와께서 그의 목자가 되시어 지팡이 와 막대기로 함께하심을 확신했기 때문입니다 (시 23:4). 인생의 풍랑이 거셀수록 그리스도 의 품 안에서 드리는 기도와 찬송은 더욱 깊은 잠과 같은 평화를 가져옵니다. 우리의 영혼은 하나님께로 돌아갈 때 비로소 쉼을 얻습니다.","주여, 세상이 흔들려도 주의 품 안에서 평화의 잠을 누리게 하소서."
6월 22일,"데살로니가후서 1:3
“형제들아 우리가 너희를 위하여 항상 하나님께 감사할지니 이것이 당연함은 너희의 믿음이 더욱 자라고 너희가 다 각기 서로 사랑함이 풍성함이니”","성장은 생명의 증거이며 삶의 흔적

믿음은 살아 있는 씨앗처럼 자라납니다. 씨앗이 흙 속에서 햇빛과 물을 받아 뿌리를 내리듯, 믿음은 말씀과 기도 속에서 뿌리를 깊 게 내리고, 사랑은 그 뿌리에서 돋아난 가지처럼 공동체 속에서 서로를 향해 뻗어 갑니다. 성장은 단숨에 이루어지지 않습니다. “강한 나무는 바람을 거슬러 자란다”라고 말하듯, 믿음은 시험과 고난 속에서 더 단단해지고, 사랑은 상처와 용서 속에서 더 풍성 6월 해집니다. 성경은 “너희가 믿음 안에 굳게 서서 사랑 안에서 뿌리 내리고 터 잡으라” (엡 3:17)라고 권면했습니다. 신앙은 정체됨이 아니라 생명의 운동입니다. 오늘 우리가 주님 앞에서 작은 걸음이라도 내디딜 때, 그 길은 위로 향하는 은혜의 길이 됩니다. 마치 어 린아이가 조금씩 부모를 닮아가듯, 성도는 하루하루 주님을 닮아가며 영혼의 선율을 빚어갑니다. 성 아우구스티누스는 “사랑은 성장할 때에만 참된 사랑이다”라고 했습니 다. 그러므로 믿음은 단순한 관념이 아니라 계속 자라나는 생명의 증거이며, 사랑은 고 여 있지 않고 계속 흘러가며 넓어지는 강물과 같습니다. 우리의 영적 성장은 조용히, 그 러나 분명히 우리 삶의 자리에 흔적을 남깁니다.","주여, 오늘도 제 믿음이 깊어지고 사랑이 넓어져 조금 더 주님을 닮아가게 하소서."
6월 23일,"요한복음 3:8
“바람이 임의로 불매 네가 그 소리는 들어도 어디서 와서 어디로 가는지 알지 못하나 니 성령으로 난 사람도 다 그러하니라”","성령의 바람이 불어온 생명의 자리

바람은 시작과 끝을 알 수 없지만, 지나간 자리에 흔적을 남깁니다. 나뭇가지를 흔들고, 먼지를 털어내며, 때로는 길을 새롭게 열어 줍니다. 성령의 역사도 이와 같습니다. 인간의 계산과 통제를 벗어난 전적인 하나님 의 주권적 은혜로 임하며, 그분이 스쳐 지나간 자리에는 반드시 변화의 표지가 남습니 다. 그것은 곧 죽었던 영혼이 다시 살아나는 새 생명이며, 돌 같은 심장이 살처럼 부드 러워지는 새 마음이며, 어둠 속에서 빛을 따라 걷는 새 길입니다 (겔 36:26-27). “보이지 않 는 바람이 배를 움직인다”라는 말처럼, 보이지 않더라도 성령의 바람에 실린 인생은 다 른 항로를 따라가게 됩니다. 사도행전의 교회가 그랬듯, 성령의 불과 바람이 임하자 겁 많던 제자들은 담대히 복음을 외치는 증인으로 변했습니다 (행 2:2-4). 이는 인간의 힘으로 는 불가능한 일, 오직 하나님께서 친히 이루시는 새 창조의 역사입니다. 성령의 바람은 오늘도 우리의 굳어진 마음을 흔들어 깨우며, 세상에 맞추어 고요히 잠든 영혼을 다시 살려내십니다. 그러므로 신앙은 바람을 예측하려는 것이 아니라 바람을 기다리고, 바람 이 불어올 때 돛을 올릴 준비를 하는 것입니다. 주님이 지나가신 자리에는 언제나 생명 의 흔적이 남듯, 우리 삶에도 그 바람이 불어올 때 믿음의 흔적, 사랑의 향기, 소망의 불 빛이 남게 됩니다.","주여, 성령의 바람이 오늘 제 삶을 가득 채우고, 제 영혼을 새롭게 하소서."
6월 24일,"로마서 3:24
“그리스도 예수 안에 있는 속량으로 말미암아 하나님의 은혜로 값없이 의롭다 하심을 얻은 자 되었느니라”","죄인에게 붙여진 새로운 이름, 의로운 자

우리가 의롭다 함을 얻는 일은 우리의 힘과 공로로는 불가능합니 다. 정당화는 인간의 성취가 아니라 하나님의 선언이며, 전능하 신 주권적 은혜의 사건입니다. 법정에서 판사가 한마디로 판결을 내리듯, 하나님께 서 죄인에게 “너는 의롭다”라고 말씀하십니다. 이때 우리의 지난 허물과 죄는 여전히 역사 속에 존재하지만, 십자가에서 그리스도의 피가 흘려진 순간, 하나님은 그 모든 것 을 덮으시고 새로운 이름을 주십니다. “그런즉 이제 그리스도 예수 안에 있는 자에게는 6월 결코 정죄함이 없나니” (롬 8:1)라는 성경의 고백은 이 선언의 깊이를 드러냅니다. 고대 교 부 어거스틴은 “의인은 자신의 행위로가 아니라 하나님의 은혜의 입맞춤으로 세워진 다”고 했습니다. 마치 황제의 인장이 붙은 문서가 효력을 가지듯, 하나님의 ‘의롭다’라 는 선언이 내 영혼 위에 찍혀 있습니다. 세상은 여전히 우리의 부족함을 지적하고 양심 은 스스로를 정죄할지라도, 하나님의 말씀은 현실보다 깊은 진리를 선포합니다. 그것은 값없이 주어진 선물, 곧 은혜입니다. 우리가 붙잡는 믿음은 단순히 우리 쪽에서의 행위 가 아니라, 이미 주어진 은혜에 응답하는 수용의 손길일 뿐입니다. “사람이 의롭다 하심 을 얻는 것은 율법의 행위에 있지 않고 믿음으로 되는 줄” (갈 2:16)이라는 말씀은 우리를 다시금 그 자리로 부릅니다. 오늘도 삶의 무게 속에서 흔들릴 때, 그분의 선언이 내 귀 에 들려옵니다. “너는 내 안에서 의롭다.” 이 음성이야말로 인간의 불안과 두려움을 잠 재우는 가장 위대한 위로입니다. 인간의 노력은 흩날리는 먼지와 같으나, 하나님의 말 씀은 영원히 서며 우리를 새 존재로 세웁니다. 그러므로 우리는 결코 자신의 의로움을 자랑하지 않고, 오직 은혜의 십자가를 붙들며 살아갑니다.","주여, 제 이름 위에 ‘의롭다’라는 주님의 선언이 새겨져 있음을 믿습니다.
그 은혜의 확신으로 오늘도 자유와 감사 속에 살게 하소서."
6월 25일,"로마서 5:1
“그러므로 우리가 믿음으로 의롭다 하심을 받았으니 우리 주 예수 그리스도로 말미암 아 하나님과 화평을 누리자”","믿음을 선물로 받은 자에게

믿음으로 의롭다 함을 얻는다는 것, 즉 이신칭의는 인간의 도덕적 수양이나 윤리적 공로가 아닌, 전적으로 하나님의 선언에 근거한 법적 은총입니다. 마르틴 루터가 종교개혁의 심장에서 발견했던 진리가 바로 여기 에 있습니다. 하나님께서 “너는 내 아들이라, 오늘날 내가 너를 낳았다” (시 2:7)하시듯, 우 리의 신분은 스스로 쌓아 올린 자격이 아니라 하나님의 입술에서 흘러나온 말씀으로 굳게 서 있습니다. 죄의 흔적은 여전히 우리 안에 남아 있지만, 주님의 의가 마치 흰 눈 이 땅을 덮듯 우리의 허물을 덮으십니다 (사 1:18). “판관의 눈길이 죄인을 죄인으로 만들기 도 하고, 의인으로 세우기도 한다”라는 말이 있습니다. 이 말처럼, 우리의 영원한 판관 되신 하나님께서 예수 그리스도의 공로를 우리 위에 씌우시며 ‘의롭다’선포하신 그 순 간, 우리의 운명은 바뀝니다. 성 어거스틴은 “하나님은 우리가 여전히 죄인일 때 의롭다 하셨다”라고 고백하며, 그 은혜의 선언이야말로 인간의 어떤 노력보다 깊고 큰 자유를 준다고 했습니다. 성경 또한 “이는 행위에서 난 것이 아니니 이는 누구든지 자랑치 못 하게 함이라” (엡 2:9)라 선포합니다. 그러므로 신앙은 더 이상 나의 성취를 증명하는 행위 가 아니라, 은혜를 덮어씌우는 그리스도의 옷자락을 붙드는 고백입니다.","주여, 제 행위가 아닌 주님의 의로 하나님 앞에 서게 하소서."
6월 26일,"로마서 8:4
“육신을 따르지 않고 그 영을 따라 행하는 우리에게 율법의 요구가 이루어지게 하려 하심이니라”","율법의 요구를 넘어서는 은혜의 세계

율법은 하나님의 거룩하심을 드러내는 빛과 같아 인간의 죄를 숨 김없이 드러냅니다. “죄의 삯은 사망” (롬 6:23)이라 하였듯이, 율법 은 죄인에게 영원한 죽음을 요구합니다. 고대의 법정에서 범죄자에게 내려진 형벌 이 반드시 집행되었듯, 하나님의 공의 역시 결코 취소될 수 없습니다. 그러나 은혜의 복 6월 음은 바로 여기서 시작됩니다. 예수 그리스도께서 우리의 자리에 서셔서 그 형벌을 친 히 받으셨습니다. 십자가는 하나님의 공의와 사랑이 정면으로 만난 자리입니다. “그가 찔림은 우리의 허물 때문이요” (사 53:5)라는 말씀처럼, 주님은 죄 없는 분으로서 죄인의 옷 을 입으시고 대신 죽으심으로 율법의 요구를 만족시키셨습니다. 키에르케고르가 말했 듯 “절망의 깊음에서만 참된 희망이 싹튼다”는 말은, 죄와 사망의 절망 한복판에서 그 리스도의 희생을 통해 참된 생명이 열렸음을 보여줍니다. 이제 우리에게는 더 이상 정 죄가 없습니다 (롬 8:1). 율법의 요구를 넘어서는 은혜의 세계가 열렸습니다.","주여, 율법의 형벌을 대신 받으신 주님의 은혜를 깊이 기억하며, 날마다 자유와 감사의
삶을 살게 하소서."
6월 27일,"로마서 5:19
“한 사람이 순종하지 아니함으로 많은 사람이 죄인 된 것 같이 한 사람이 순종하심으 로 많은 사람이 의인이 되리라”","그리스도의 순종이 의의 옷이 되어

칭의는 단순히 죄를 사하여 주시는 소극적 선언에서 멈추지 않습 니다. 그 너머에는 놀라운 긍정이 있습니다. 곧 그리스도의 완전 한 의가 우리에게 전가되어, 하나님이 더 이상 우리의 죄를 보지 않으시고 오직 아 들의 의를 통해 우리를 바라보신다는 은혜의 신비입니다. 이는 마치 더러운 옷을 벗기 고 새 옷을 입히는 장면과도 같습니다. 고대의 지혜자들은 “군주의 옷은 그의 권위를 드러낸다”고 말했지만, 신자는 군주의 옷이 아니라 만왕의 왕 되신 그리스도의 의로 옷 입은 자입니다. 루터가 경험한 은혜도 바로 여기에 있었습니다. 하나님 앞에서 죄인으 로 벌벌 떨던 그는 로마서의 이 선언 앞에서, 인간의 행위가 아니라 그리스도의 순종이 의의 옷이 되어 자신을 덮고 있음을 깨달았습니다. 그 순간 절망의 무거운 사슬은 풀어 지고, 하늘의 문이 활짝 열리는 해방을 경험한 것입니다. 우리의 선행은 흙으로 빚은 항 아리와 같아 쉽게 깨지지만, 그리스도의 의는 바다처럼 깊고 산처럼 견고하여 결코 무 너지지 않습니다. “인간의 의는 아침 이슬 같아 곧 사라진다”고 했습니다. 그러나 주님 의 의는 사라지지 않고, 세월과 죄의 무게를 넘어 우리를 끝까지 붙들어 줍니다. 그러므 로 우리가 날마다 고백해야 할 것은 나의 옷이 아니라 주님의 옷입니다. 성경이 갈라디 아 (서 3:27)에서 “그리스도와 합하여 세례를 받은 자는 그리스도로 옷 입었느니라”라 한 것처럼, 우리의 진정한 정체성은 그리스도의 ‘의’ 안에 있습니다. 이 진리를 붙들 때, 우 리는 더 이상 수치와 두려움 속에 머물지 않고, 담대히 하나님 앞에 설 수 있습니다.","주여, 제 옷을 벗기시고 주님의 의로 덮어 주소서."
6월 28일,"로마서 3:28
“그러므로 사람이 의롭다 하심을 얻는 것은 율법의 행위에 있지 않고 믿음으로 되는 줄 우리가 인정하노라”","의인은 믿음으로 살리라

성경의 이 한 문장은 기독교 신앙의 심장과도 같습니다. 인간은 아 무리 선한 행위를 쌓아도, 그 행위의 무게로 하나님의 완전한 의 로움에 이를 수 없습니다. 의롭다 하심은 인간의 손으로 만들어낸 성취가 아니라, 전적으로 하나님이 값없이 주시는 은혜입니다. 믿음은 바로 그 은혜를 붙드는 손이며, 그 손이 붙드는 분은 오직 예수 그리스도입니다. “믿음은 빈손으로 나아가 그리스도의 6월 충만을 붙드는 것”이라는 어느 교부의 말처럼 믿음은 우리의 공로가 아니라 우리의 빈 곤을 드러내며, 그 빈자리에 은혜가 흘러들어옵니다. 종교개혁자 마르틴 루터는 “의인 은 믿음으로 살리라” (롬 1:17)를 붙잡으며, 자신의 영혼을 옥죄던 율법적 두려움에서 해방 을 경험했습니다. 또한, 역사는 늘 이 진리를 붙든 이들을 통해 새로워졌습니다. ‘자신의 힘으로 자신을 구원하려는 자는 결국 자기 무게에 짓눌리지만, 믿음으로 주를 붙드는 자는 십자가의 능력에 의해 일어난다’는 말처럼, 구원은 우리의 손이 아니라 주님의 손 에 달려 있습니다. 우리가 할 수 있는 일은 단지 그 손을 신뢰하며 의지하는 것뿐입니 다. 오늘도 우리의 삶이 불완전함 속에서 흔들릴 때, 십자가를 붙드는 믿음만이 참된 평 안과 확신을 줍니다. 믿음은 단순한 동의가 아니라, 전 존재를 걸고 주님께 매다는 행위 입니다. 그러므로 믿음은 삶의 태도이며, 하나님 앞에 무릎 꿇고 은혜를 전부로 삼는 길 입니다.","주여, 제 믿음이 오직 주님의 십자가를 붙들게 하소서."
6월 29일,"로마서 8:33
“누가 능히 하나님께서 택하신 자들을 고발하리요 의롭다 하신 이는 하나님이시니”","의롭다 하신 은혜 안에서 누리는 자유

사람의 역사 속에서 가장 무거운 굴레는 정죄와 죄책감입니다. 양 심은 끊임없이 우리를 고발하고, 세상은 우리의 허물을 드러내 며, 사탄은 형제들을 참소하는 자로 서서히 우리의 영혼을 옭아맵니다 (계 12:10). 그러 나 성경은 의롭다 하신 이는 하나님이시니, 그분이 이미 의를 선포하셨는데 누가 감히 다시 정죄하겠느냐고 분명히 선언합니다. 여기서 구원은 더 이상 우리의 행위와 공로 에 달려 있지 않고, 오직 십자가에서 흘리신 그리스도의 보혈과 부활의 능력에 달려 있 음을 보게 됩니다. 한 신학자는 “하나님께서 ‘의롭다’하신 음성은 우주 만물을 가득 메 운 법정의 최종 판결”이라 했습니다. 그러므로 그 판결은 누구도 번복할 수 없고, 우리 의 영혼은 흔들리지 않는 바위 위에 세워진 셈입니다. “양심의 고발은 쇠사슬보다 무겁 다”는 말이 있습니다. 그러나 그리스도의 은혜 안에서 이 쇠사슬은 풀려납니다. 루터가 말한 것처럼 “나는 내 양심이 아닌 말씀에 사로잡혀 있다”는 고백은 곧 정죄에서 해방 된 자의 자유로운 외침입니다. 교회의 역사는 이러한 자유의 증언들로 가득 차 있습니 다. 어두운 감옥에서도 찬송을 불렀던 바울과 실라처럼, 의롭다 하신 하나님의 선언은 억눌린 영혼을 자유롭게 하고, 좌절 속에서도 다시 일어서는 담대함을 줍니다 (행 16:25). 우리가 붙드는 구원의 확신은 단순한 감정적 위로가 아니라, 변할 수 없는 하나님의 판 결에서 비롯된 절대적 기쁨입니다. 그러므로 정죄에서 해방된 사람은 다른 이를 향해 쉽게 돌을 들지 않고, 오히려 자비와 용서를 흘려보내는 사람으로 변합니다. “너희가 비 판하지 말라 그리하면 너희가 비판을 받지 아니할 것이요” (마 7:1)라는 말씀처럼, 해방의 기쁨은 이웃에게 은혜를 전하는 능력이 됩니다.","주여, 정죄의 쇠사슬을 끊으시고 의롭다 하신 은혜 안에 자유로이 거하게 하시며,
그 기쁨으로 다른 이들을 품게 하소서."
